RESIDENCE,State_Resid,County_Resid,WORKPLACE,State_Work,County_Work,Output,Workers_16p
"06043 | Mariposa County, California",6,43,"06033 | Lake County, California",6,33,Estimate,10
"06043 | Mariposa County, California",6,43,"06037 | Los Angeles County, California",6,37,Estimate,10
"06043 | Mariposa County, California",6,43,"06073 | San Diego County, California",6,73,Estimate,10
"06045 | Mendocino County, California",6,45,"06015 | Del Norte County, California",6,15,Estimate,10
"06045 | Mendocino County, California",6,45,"06059 | Orange County, California",6,59,Estimate,10
"06045 | Mendocino County, California",6,45,"06085 | Santa Clara County, California",6,85,Estimate,10
"06045 | Mendocino County, California",6,45,"06095 | Solano County, California",6,95,Estimate,10
"06047 | Merced County, California",6,47,"06083 | Santa Barbara County, California",6,83,Estimate,10
"06047 | Merced County, California",6,47,"06101 | Sutter County, California",6,101,Estimate,10
"06053 | Monterey County, California",6,53,"06017 | El Dorado County, California",6,17,Estimate,10
"06053 | Monterey County, California",6,53,"06055 | Napa County, California",6,55,Estimate,10
"06053 | Monterey County, California",6,53,"06073 | San Diego County, California",6,73,Estimate,10
"06053 | Monterey County, California",6,53,"06115 | Yuba County, California",6,115,Estimate,10
"06055 | Napa County, California",6,55,"06053 | Monterey County, California",6,53,Estimate,10
"06055 | Napa County, California",6,55,"06087 | Santa Cruz County, California",6,87,Estimate,10
"06057 | Nevada County, California",6,57,"06023 | Humboldt County, California",6,23,Estimate,10
"06059 | Orange County, California",6,59,"06043 | Mariposa County, California",6,43,Estimate,10
"06059 | Orange County, California",6,59,"06109 | Tuolumne County, California",6,109,Estimate,10
"06059 | Orange County, California",6,59,"06115 | Yuba County, California",6,115,Estimate,10
"06061 | Placer County, California",6,61,"06027 | Inyo County, California",6,27,Estimate,10
"06061 | Placer County, California",6,61,"06039 | Madera County, California",6,39,Estimate,10
"06061 | Placer County, California",6,61,"06079 | San Luis Obispo County, California",6,79,Estimate,10
"06061 | Placer County, California",6,61,"06083 | Santa Barbara County, California",6,83,Estimate,10
"06061 | Placer County, California",6,61,"06111 | Ventura County, California",6,111,Estimate,10
"06063 | Plumas County, California",6,63,"06037 | Los Angeles County, California",6,37,Estimate,10
"06063 | Plumas County, California",6,63,"06095 | Solano County, California",6,95,Estimate,10
"06063 | Plumas County, California",6,63,"06097 | Sonoma County, California",6,97,Estimate,10
"06065 | Riverside County, California",6,65,"06023 | Humboldt County, California",6,23,Estimate,10
"06065 | Riverside County, California",6,65,"06063 | Plumas County, California",6,63,Estimate,10
"06065 | Riverside County, California",6,65,"06101 | Sutter County, California",6,101,Estimate,10
"06065 | Riverside County, California",6,65,"06109 | Tuolumne County, California",6,109,Estimate,10
"06067 | Sacramento County, California",6,67,"06039 | Madera County, California",6,39,Estimate,10
"06067 | Sacramento County, California",6,67,"06091 | Sierra County, California",6,91,Estimate,10
"06069 | San Benito County, California",6,69,"06041 | Marin County, California",6,41,Estimate,10
"06069 | San Benito County, California",6,69,"06079 | San Luis Obispo County, California",6,79,Estimate,10
"06071 | San Bernardino County, California",6,71,"06007 | Butte County, California",6,7,Estimate,10
"06071 | San Bernardino County, California",6,71,"06021 | Glenn County, California",6,21,Estimate,10
"06071 | San Bernardino County, California",6,71,"06023 | Humboldt County, California",6,23,Estimate,10
"06071 | San Bernardino County, California",6,71,"06095 | Solano County, California",6,95,Estimate,10
"06071 | San Bernardino County, California",6,71,"06101 | Sutter County, California",6,101,Estimate,10
"06073 | San Diego County, California",6,73,"06009 | Calaveras County, California",6,9,Estimate,10
"06073 | San Diego County, California",6,73,"06035 | Lassen County, California",6,35,Estimate,10
"06073 | San Diego County, California",6,73,"06041 | Marin County, California",6,41,Estimate,10
"06073 | San Diego County, California",6,73,"06055 | Napa County, California",6,55,Estimate,10
"06073 | San Diego County, California",6,73,"06057 | Nevada County, California",6,57,Estimate,10
"06073 | San Diego County, California",6,73,"06107 | Tulare County, California",6,107,Estimate,10
"06075 | San Francisco County, California",6,75,"06025 | Imperial County, California",6,25,Estimate,10
"06075 | San Francisco County, California",6,75,"06031 | Kings County, California",6,31,Estimate,10
"06075 | San Francisco County, California",6,75,"06045 | Mendocino County, California",6,45,Estimate,10
"06075 | San Francisco County, California",6,75,"06049 | Modoc County, California",6,49,Estimate,10
"06075 | San Francisco County, California",6,75,"06109 | Tuolumne County, California",6,109,Estimate,10
"06077 | San Joaquin County, California",6,77,"06057 | Nevada County, California",6,57,Estimate,10
"06077 | San Joaquin County, California",6,77,"06093 | Siskiyou County, California",6,93,Estimate,10
"06079 | San Luis Obispo County, California",6,79,"06007 | Butte County, California",6,7,Estimate,10
"06081 | San Mateo County, California",6,81,"06033 | Lake County, California",6,33,Estimate,10
"06081 | San Mateo County, California",6,81,"06057 | Nevada County, California",6,57,Estimate,10
"06081 | San Mateo County, California",6,81,"06079 | San Luis Obispo County, California",6,79,Estimate,10
"06081 | San Mateo County, California",6,81,"06101 | Sutter County, California",6,101,Estimate,10
"06083 | Santa Barbara County, California",6,83,"06041 | Marin County, California",6,41,Estimate,10
"06083 | Santa Barbara County, California",6,83,"06051 | Mono County, California",6,51,Estimate,10
"06083 | Santa Barbara County, California",6,83,"06061 | Placer County, California",6,61,Estimate,10
"06085 | Santa Clara County, California",6,85,"06031 | Kings County, California",6,31,Estimate,10
"06087 | Santa Cruz County, California",6,87,"06023 | Humboldt County, California",6,23,Estimate,10
"06087 | Santa Cruz County, California",6,87,"06059 | Orange County, California",6,59,Estimate,10
"06089 | Shasta County, California",6,89,"06017 | El Dorado County, California",6,17,Estimate,10
"06089 | Shasta County, California",6,89,"06061 | Placer County, California",6,61,Estimate,10
"06089 | Shasta County, California",6,89,"06073 | San Diego County, California",6,73,Estimate,10
"06089 | Shasta County, California",6,89,"06083 | Santa Barbara County, California",6,83,Estimate,10
"06089 | Shasta County, California",6,89,"06099 | Stanislaus County, California",6,99,Estimate,10
"06091 | Sierra County, California",6,91,"06001 | Alameda County, California",6,1,Estimate,10
"06091 | Sierra County, California",6,91,"06075 | San Francisco County, California",6,75,Estimate,10
"06093 | Siskiyou County, California",6,93,"06007 | Butte County, California",6,7,Estimate,10
"06093 | Siskiyou County, California",6,93,"06013 | Contra Costa County, California",6,13,Estimate,10
"06093 | Siskiyou County, California",6,93,"06015 | Del Norte County, California",6,15,Estimate,10
"06093 | Siskiyou County, California",6,93,"06019 | Fresno County, California",6,19,Estimate,10
"06093 | Siskiyou County, California",6,93,"06101 | Sutter County, California",6,101,Estimate,10
"06095 | Solano County, California",6,95,"06017 | El Dorado County, California",6,17,Estimate,10
"06095 | Solano County, California",6,95,"06059 | Orange County, California",6,59,Estimate,10
"06095 | Solano County, California",6,95,"06083 | Santa Barbara County, California",6,83,Estimate,10
"06097 | Sonoma County, California",6,97,"06011 | Colusa County, California",6,11,Estimate,10
"06097 | Sonoma County, California",6,97,"06019 | Fresno County, California",6,19,Estimate,10
"06097 | Sonoma County, California",6,97,"06029 | Kern County, California",6,29,Estimate,10
"06097 | Sonoma County, California",6,97,"06035 | Lassen County, California",6,35,Estimate,10
"06097 | Sonoma County, California",6,97,"06053 | Monterey County, California",6,53,Estimate,10
"06097 | Sonoma County, California",6,97,"06065 | Riverside County, California",6,65,Estimate,10
"06097 | Sonoma County, California",6,97,"06079 | San Luis Obispo County, California",6,79,Estimate,10
"06097 | Sonoma County, California",6,97,"06089 | Shasta County, California",6,89,Estimate,10
"06097 | Sonoma County, California",6,97,"06109 | Tuolumne County, California",6,109,Estimate,10
"06099 | Stanislaus County, California",6,99,"06027 | Inyo County, California",6,27,Estimate,10
"06099 | Stanislaus County, California",6,99,"06083 | Santa Barbara County, California",6,83,Estimate,10
"06101 | Sutter County, California",6,101,"06009 | Calaveras County, California",6,9,Estimate,10
"06101 | Sutter County, California",6,101,"06033 | Lake County, California",6,33,Estimate,10
"06101 | Sutter County, California",6,101,"06071 | San Bernardino County, California",6,71,Estimate,10
"06101 | Sutter County, California",6,101,"06073 | San Diego County, California",6,73,Estimate,10
"06101 | Sutter County, California",6,101,"06099 | Stanislaus County, California",6,99,Estimate,10
"06103 | Tehama County, California",6,103,"06037 | Los Angeles County, California",6,37,Estimate,10
"06103 | Tehama County, California",6,103,"06081 | San Mateo County, California",6,81,Estimate,10
"06103 | Tehama County, California",6,103,"06095 | Solano County, California",6,95,Estimate,10
"06105 | Trinity County, California",6,105,"06001 | Alameda County, California",6,1,Estimate,10
"06105 | Trinity County, California",6,105,"06097 | Sonoma County, California",6,97,Estimate,10
"06107 | Tulare County, California",6,107,"06027 | Inyo County, California",6,27,Estimate,10
"06107 | Tulare County, California",6,107,"06101 | Sutter County, California",6,101,Estimate,10
"06107 | Tulare County, California",6,107,"06103 | Tehama County, California",6,103,Estimate,10
"06109 | Tuolumne County, California",6,109,"06003 | Alpine County, California",6,3,Estimate,10
"06109 | Tuolumne County, California",6,109,"06045 | Mendocino County, California",6,45,Estimate,10
"06109 | Tuolumne County, California",6,109,"06047 | Merced County, California",6,47,Estimate,10
"06109 | Tuolumne County, California",6,109,"06053 | Monterey County, California",6,53,Estimate,10
"06109 | Tuolumne County, California",6,109,"06063 | Plumas County, California",6,63,Estimate,10
"06109 | Tuolumne County, California",6,109,"06089 | Shasta County, California",6,89,Estimate,10
"06111 | Ventura County, California",6,111,"06025 | Imperial County, California",6,25,Estimate,10
"06111 | Ventura County, California",6,111,"06041 | Marin County, California",6,41,Estimate,10
"06111 | Ventura County, California",6,111,"06087 | Santa Cruz County, California",6,87,Estimate,10
"06111 | Ventura County, California",6,111,"06113 | Yolo County, California",6,113,Estimate,10
"06113 | Yolo County, California",6,113,"06087 | Santa Cruz County, California",6,87,Estimate,10
"06115 | Yuba County, California",6,115,"06081 | San Mateo County, California",6,81,Estimate,10
"06115 | Yuba County, California",6,115,"06091 | Sierra County, California",6,91,Estimate,10
"06001 | Alameda County, California",6,1,"06101 | Sutter County, California",6,101,Estimate,4
"06003 | Alpine County, California",6,3,"06075 | San Francisco County, California",6,75,Estimate,4
"06005 | Amador County, California",6,5,"06029 | Kern County, California",6,29,Estimate,4
"06005 | Amador County, California",6,5,"06045 | Mendocino County, California",6,45,Estimate,4
"06005 | Amador County, California",6,5,"06095 | Solano County, California",6,95,Estimate,4
"06005 | Amador County, California",6,5,"06099 | Stanislaus County, California",6,99,Estimate,4
"06007 | Butte County, California",6,7,"06005 | Amador County, California",6,5,Estimate,4
"06007 | Butte County, California",6,7,"06045 | Mendocino County, California",6,45,Estimate,4
"06007 | Butte County, California",6,7,"06071 | San Bernardino County, California",6,71,Estimate,4
"06009 | Calaveras County, California",6,9,"06047 | Merced County, California",6,47,Estimate,4
"06011 | Colusa County, California",6,11,"06099 | Stanislaus County, California",6,99,Estimate,4
"06013 | Contra Costa County, California",6,13,"06043 | Mariposa County, California",6,43,Estimate,4
"06015 | Del Norte County, California",6,15,"06045 | Mendocino County, California",6,45,Estimate,4
"06017 | El Dorado County, California",6,17,"06099 | Stanislaus County, California",6,99,Estimate,4
"06019 | Fresno County, California",6,19,"06005 | Amador County, California",6,5,Estimate,4
"06019 | Fresno County, California",6,19,"06009 | Calaveras County, California",6,9,Estimate,4
"06019 | Fresno County, California",6,19,"06023 | Humboldt County, California",6,23,Estimate,4
"06019 | Fresno County, California",6,19,"06115 | Yuba County, California",6,115,Estimate,4
"06021 | Glenn County, California",6,21,"06001 | Alameda County, California",6,1,Estimate,4
"06021 | Glenn County, California",6,21,"06023 | Humboldt County, California",6,23,Estimate,4
"06021 | Glenn County, California",6,21,"06037 | Los Angeles County, California",6,37,Estimate,4
"06021 | Glenn County, California",6,21,"06063 | Plumas County, California",6,63,Estimate,4
"06021 | Glenn County, California",6,21,"06067 | Sacramento County, California",6,67,Estimate,4
"06021 | Glenn County, California",6,21,"06075 | San Francisco County, California",6,75,Estimate,4
"06021 | Glenn County, California",6,21,"06099 | Stanislaus County, California",6,99,Estimate,4
"06021 | Glenn County, California",6,21,"06107 | Tulare County, California",6,107,Estimate,4
"06023 | Humboldt County, California",6,23,"06007 | Butte County, California",6,7,Estimate,4
"06023 | Humboldt County, California",6,23,"06019 | Fresno County, California",6,19,Estimate,4
"06023 | Humboldt County, California",6,23,"06039 | Madera County, California",6,39,Estimate,4
"06023 | Humboldt County, California",6,23,"06059 | Orange County, California",6,59,Estimate,4
"06023 | Humboldt County, California",6,23,"06077 | San Joaquin County, California",6,77,Estimate,4
"06023 | Humboldt County, California",6,23,"06085 | Santa Clara County, California",6,85,Estimate,4
"06023 | Humboldt County, California",6,23,"06095 | Solano County, California",6,95,Estimate,4
"06025 | Imperial County, California",6,25,"06031 | Kings County, California",6,31,Estimate,4
"06025 | Imperial County, California",6,25,"06081 | San Mateo County, California",6,81,Estimate,4
"06025 | Imperial County, California",6,25,"06085 | Santa Clara County, California",6,85,Estimate,4
"06025 | Imperial County, California",6,25,"06115 | Yuba County, California",6,115,Estimate,4
"06027 | Inyo County, California",6,27,"06059 | Orange County, California",6,59,Estimate,4
"06027 | Inyo County, California",6,27,"06111 | Ventura County, California",6,111,Estimate,4
"06029 | Kern County, California",6,29,"06051 | Mono County, California",6,51,Estimate,4
"06031 | Kings County, California",6,31,"06047 | Merced County, California",6,47,Estimate,4
"06033 | Lake County, California",6,33,"06111 | Ventura County, California",6,111,Estimate,4
"06035 | Lassen County, California",6,35,"06001 | Alameda County, California",6,1,Estimate,4
"06035 | Lassen County, California",6,35,"06055 | Napa County, California",6,55,Estimate,4
"06035 | Lassen County, California",6,35,"06057 | Nevada County, California",6,57,Estimate,4
"06035 | Lassen County, California",6,35,"06067 | Sacramento County, California",6,67,Estimate,4
"06035 | Lassen County, California",6,35,"06077 | San Joaquin County, California",6,77,Estimate,4
"06035 | Lassen County, California",6,35,"06095 | Solano County, California",6,95,Estimate,4
"06037 | Los Angeles County, California",6,37,"06089 | Shasta County, California",6,89,Estimate,4
"06037 | Los Angeles County, California",6,37,"06091 | Sierra County, California",6,91,Estimate,4
"06039 | Madera County, California",6,39,"06013 | Contra Costa County, California",6,13,Estimate,4
"06039 | Madera County, California",6,39,"06035 | Lassen County, California",6,35,Estimate,4
"06041 | Marin County, California",6,41,"06065 | Riverside County, California",6,65,Estimate,4
"06045 | Mendocino County, California",6,45,"06105 | Trinity County, California",6,105,Estimate,4
"06045 | Mendocino County, California",6,45,"06113 | Yolo County, California",6,113,Estimate,4
"06047 | Merced County, California",6,47,"06009 | Calaveras County, California",6,9,Estimate,4
"06047 | Merced County, California",6,47,"06017 | El Dorado County, California",6,17,Estimate,4
"06047 | Merced County, California",6,47,"06031 | Kings County, California",6,31,Estimate,4
"06047 | Merced County, California",6,47,"06041 | Marin County, California",6,41,Estimate,4
"06047 | Merced County, California",6,47,"06065 | Riverside County, California",6,65,Estimate,4
"06049 | Modoc County, California",6,49,"06067 | Sacramento County, California",6,67,Estimate,4
"06049 | Modoc County, California",6,49,"06081 | San Mateo County, California",6,81,Estimate,4
"06049 | Modoc County, California",6,49,"06113 | Yolo County, California",6,113,Estimate,4
"06051 | Mono County, California",6,51,"06017 | El Dorado County, California",6,17,Estimate,4
"06051 | Mono County, California",6,51,"06073 | San Diego County, California",6,73,Estimate,4
"06051 | Mono County, California",6,51,"06111 | Ventura County, California",6,111,Estimate,4
"06053 | Monterey County, California",6,53,"06023 | Humboldt County, California",6,23,Estimate,4
"06053 | Monterey County, California",6,53,"06061 | Placer County, California",6,61,Estimate,4
"06053 | Monterey County, California",6,53,"06095 | Solano County, California",6,95,Estimate,4
"06055 | Napa County, California",6,55,"06011 | Colusa County, California",6,11,Estimate,4
"06055 | Napa County, California",6,55,"06023 | Humboldt County, California",6,23,Estimate,4
"06055 | Napa County, California",6,55,"06057 | Nevada County, California",6,57,Estimate,4
"06055 | Napa County, California",6,55,"06059 | Orange County, California",6,59,Estimate,4
"06057 | Nevada County, California",6,57,"06065 | Riverside County, California",6,65,Estimate,4
"06057 | Nevada County, California",6,57,"06073 | San Diego County, California",6,73,Estimate,4
"06057 | Nevada County, California",6,57,"06097 | Sonoma County, California",6,97,Estimate,4
"06057 | Nevada County, California",6,57,"06109 | Tuolumne County, California",6,109,Estimate,4
"06061 | Placer County, California",6,61,"06021 | Glenn County, California",6,21,Estimate,4
"06063 | Plumas County, California",6,63,"06041 | Marin County, California",6,41,Estimate,4
"06063 | Plumas County, California",6,63,"06081 | San Mateo County, California",6,81,Estimate,4
"06063 | Plumas County, California",6,63,"06089 | Shasta County, California",6,89,Estimate,4
"06065 | Riverside County, California",6,65,"06007 | Butte County, California",6,7,Estimate,4
"06065 | Riverside County, California",6,65,"06039 | Madera County, California",6,39,Estimate,4
"06065 | Riverside County, California",6,65,"06047 | Merced County, California",6,47,Estimate,4
"06065 | Riverside County, California",6,65,"06055 | Napa County, California",6,55,Estimate,4
"06065 | Riverside County, California",6,65,"06089 | Shasta County, California",6,89,Estimate,4
"06065 | Riverside County, California",6,65,"06095 | Solano County, California",6,95,Estimate,4
"06067 | Sacramento County, California",6,67,"06003 | Alpine County, California",6,3,Estimate,4
"06067 | Sacramento County, California",6,67,"06027 | Inyo County, California",6,27,Estimate,4
"06067 | Sacramento County, California",6,67,"06049 | Modoc County, California",6,49,Estimate,4
"06067 | Sacramento County, California",6,67,"06063 | Plumas County, California",6,63,Estimate,4
"06067 | Sacramento County, California",6,67,"06083 | Santa Barbara County, California",6,83,Estimate,4
"06069 | San Benito County, California",6,69,"06029 | Kern County, California",6,29,Estimate,4
"06069 | San Benito County, California",6,69,"06045 | Mendocino County, California",6,45,Estimate,4
"06071 | San Bernardino County, California",6,71,"06011 | Colusa County, California",6,11,Estimate,4
"06071 | San Bernardino County, California",6,71,"06109 | Tuolumne County, California",6,109,Estimate,4
"06073 | San Diego County, California",6,73,"06087 | Santa Cruz County, California",6,87,Estimate,4
"06075 | San Francisco County, California",6,75,"06101 | Sutter County, California",6,101,Estimate,4
"06075 | San Francisco County, California",6,75,"06103 | Tehama County, California",6,103,Estimate,4
"06077 | San Joaquin County, California",6,77,"06031 | Kings County, California",6,31,Estimate,4
"06077 | San Joaquin County, California",6,77,"06069 | San Benito County, California",6,69,Estimate,4
"06079 | San Luis Obispo County, California",6,79,"06013 | Contra Costa County, California",6,13,Estimate,4
"06081 | San Mateo County, California",6,81,"06083 | Santa Barbara County, California",6,83,Estimate,4
"06083 | Santa Barbara County, California",6,83,"06077 | San Joaquin County, California",6,77,Estimate,4
"06083 | Santa Barbara County, California",6,83,"06099 | Stanislaus County, California",6,99,Estimate,4
"06083 | Santa Barbara County, California",6,83,"06105 | Trinity County, California",6,105,Estimate,4
"06085 | Santa Clara County, California",6,85,"06023 | Humboldt County, California",6,23,Estimate,4
"06085 | Santa Clara County, California",6,85,"06093 | Siskiyou County, California",6,93,Estimate,4
"06087 | Santa Cruz County, California",6,87,"06009 | Calaveras County, California",6,9,Estimate,4
"06087 | Santa Cruz County, California",6,87,"06089 | Shasta County, California",6,89,Estimate,4
"06089 | Shasta County, California",6,89,"06005 | Amador County, California",6,5,Estimate,4
"06089 | Shasta County, California",6,89,"06015 | Del Norte County, California",6,15,Estimate,4
"06089 | Shasta County, California",6,89,"06025 | Imperial County, California",6,25,Estimate,4
"06089 | Shasta County, California",6,89,"06045 | Mendocino County, California",6,45,Estimate,4
"06089 | Shasta County, California",6,89,"06095 | Solano County, California",6,95,Estimate,4
"06093 | Siskiyou County, California",6,93,"06001 | Alameda County, California",6,1,Estimate,4
"06093 | Siskiyou County, California",6,93,"06011 | Colusa County, California",6,11,Estimate,4
"06093 | Siskiyou County, California",6,93,"06017 | El Dorado County, California",6,17,Estimate,4
"06093 | Siskiyou County, California",6,93,"06021 | Glenn County, California",6,21,Estimate,4
"06093 | Siskiyou County, California",6,93,"06033 | Lake County, California",6,33,Estimate,4
"06093 | Siskiyou County, California",6,93,"06053 | Monterey County, California",6,53,Estimate,4
"06093 | Siskiyou County, California",6,93,"06075 | San Francisco County, California",6,75,Estimate,4
"06093 | Siskiyou County, California",6,93,"06081 | San Mateo County, California",6,81,Estimate,4
"06093 | Siskiyou County, California",6,93,"06087 | Santa Cruz County, California",6,87,Estimate,4
"06093 | Siskiyou County, California",6,93,"06103 | Tehama County, California",6,103,Estimate,4
"06093 | Siskiyou County, California",6,93,"06107 | Tulare County, California",6,107,Estimate,4
"06095 | Solano County, California",6,95,"06105 | Trinity County, California",6,105,Estimate,4
"06097 | Sonoma County, California",6,97,"06007 | Butte County, California",6,7,Estimate,4
"06097 | Sonoma County, California",6,97,"06111 | Ventura County, California",6,111,Estimate,4
"06099 | Stanislaus County, California",6,99,"06089 | Shasta County, California",6,89,Estimate,4
"06101 | Sutter County, California",6,101,"06045 | Mendocino County, California",6,45,Estimate,4
"06101 | Sutter County, California",6,101,"06097 | Sonoma County, California",6,97,Estimate,4
"06103 | Tehama County, California",6,103,"06001 | Alameda County, California",6,1,Estimate,4
"06103 | Tehama County, California",6,103,"06013 | Contra Costa County, California",6,13,Estimate,4
"06103 | Tehama County, California",6,103,"06033 | Lake County, California",6,33,Estimate,4
"06103 | Tehama County, California",6,103,"06035 | Lassen County, California",6,35,Estimate,4
"06103 | Tehama County, California",6,103,"06039 | Madera County, California",6,39,Estimate,4
"06103 | Tehama County, California",6,103,"06041 | Marin County, California",6,41,Estimate,4
"06103 | Tehama County, California",6,103,"06053 | Monterey County, California",6,53,Estimate,4
"06103 | Tehama County, California",6,103,"06065 | Riverside County, California",6,65,Estimate,4
"06103 | Tehama County, California",6,103,"06097 | Sonoma County, California",6,97,Estimate,4
"06103 | Tehama County, California",6,103,"06115 | Yuba County, California",6,115,Estimate,4
"06105 | Trinity County, California",6,105,"06029 | Kern County, California",6,29,Estimate,4
"06105 | Trinity County, California",6,105,"06067 | Sacramento County, California",6,67,Estimate,4
"06107 | Tulare County, California",6,107,"06033 | Lake County, California",6,33,Estimate,4
"06107 | Tulare County, California",6,107,"06095 | Solano County, California",6,95,Estimate,4
"06107 | Tulare County, California",6,107,"06113 | Yolo County, California",6,113,Estimate,4
"06109 | Tuolumne County, California",6,109,"06055 | Napa County, California",6,55,Estimate,4
"06111 | Ventura County, California",6,111,"06013 | Contra Costa County, California",6,13,Estimate,4
"06111 | Ventura County, California",6,111,"06039 | Madera County, California",6,39,Estimate,4
"06113 | Yolo County, California",6,113,"06045 | Mendocino County, California",6,45,Estimate,4
"06113 | Yolo County, California",6,113,"06051 | Mono County, California",6,51,Estimate,4
"06113 | Yolo County, California",6,113,"06053 | Monterey County, California",6,53,Estimate,4
"06113 | Yolo County, California",6,113,"06071 | San Bernardino County, California",6,71,Estimate,4
"06115 | Yuba County, California",6,115,"06023 | Humboldt County, California",6,23,Estimate,4
"06115 | Yuba County, California",6,115,"06079 | San Luis Obispo County, California",6,79,Estimate,4
"06115 | Yuba County, California",6,115,"06087 | Santa Cruz County, California",6,87,Estimate,4
"06001 | Alameda County, California",6,1,"06003 | Alpine County, California",6,3,Estimate,0
"06001 | Alameda County, California",6,1,"06005 | Amador County, California",6,5,Estimate,0
"06001 | Alameda County, California",6,1,"06007 | Butte County, California",6,7,Estimate,0
"06001 | Alameda County, California",6,1,"06009 | Calaveras County, California",6,9,Estimate,0
"06001 | Alameda County, California",6,1,"06011 | Colusa County, California",6,11,Estimate,0
"06001 | Alameda County, California",6,1,"06015 | Del Norte County, California",6,15,Estimate,0
"06001 | Alameda County, California",6,1,"06021 | Glenn County, California",6,21,Estimate,0
"06001 | Alameda County, California",6,1,"06025 | Imperial County, California",6,25,Estimate,0
"06001 | Alameda County, California",6,1,"06027 | Inyo County, California",6,27,Estimate,0
"06001 | Alameda County, California",6,1,"06031 | Kings County, California",6,31,Estimate,0
"06001 | Alameda County, California",6,1,"06035 | Lassen County, California",6,35,Estimate,0
"06001 | Alameda County, California",6,1,"06039 | Madera County, California",6,39,Estimate,0
"06001 | Alameda County, California",6,1,"06043 | Mariposa County, California",6,43,Estimate,0
"06001 | Alameda County, California",6,1,"06049 | Modoc County, California",6,49,Estimate,0
"06001 | Alameda County, California",6,1,"06051 | Mono County, California",6,51,Estimate,0
"06001 | Alameda County, California",6,1,"06063 | Plumas County, California",6,63,Estimate,0
"06001 | Alameda County, California",6,1,"06079 | San Luis Obispo County, California",6,79,Estimate,0
"06001 | Alameda County, California",6,1,"06091 | Sierra County, California",6,91,Estimate,0
"06001 | Alameda County, California",6,1,"06093 | Siskiyou County, California",6,93,Estimate,0
"06001 | Alameda County, California",6,1,"06103 | Tehama County, California",6,103,Estimate,0
"06001 | Alameda County, California",6,1,"06105 | Trinity County, California",6,105,Estimate,0
"06001 | Alameda County, California",6,1,"06115 | Yuba County, California",6,115,Estimate,0
"06003 | Alpine County, California",6,3,"06001 | Alameda County, California",6,1,Estimate,0
"06003 | Alpine County, California",6,3,"06005 | Amador County, California",6,5,Estimate,0
"06003 | Alpine County, California",6,3,"06007 | Butte County, California",6,7,Estimate,0
"06003 | Alpine County, California",6,3,"06009 | Calaveras County, California",6,9,Estimate,0
"06003 | Alpine County, California",6,3,"06011 | Colusa County, California",6,11,Estimate,0
"06003 | Alpine County, California",6,3,"06013 | Contra Costa County, California",6,13,Estimate,0
"06003 | Alpine County, California",6,3,"06015 | Del Norte County, California",6,15,Estimate,0
"06003 | Alpine County, California",6,3,"06019 | Fresno County, California",6,19,Estimate,0
"06003 | Alpine County, California",6,3,"06021 | Glenn County, California",6,21,Estimate,0
"06003 | Alpine County, California",6,3,"06023 | Humboldt County, California",6,23,Estimate,0
"06003 | Alpine County, California",6,3,"06025 | Imperial County, California",6,25,Estimate,0
"06003 | Alpine County, California",6,3,"06027 | Inyo County, California",6,27,Estimate,0
"06003 | Alpine County, California",6,3,"06029 | Kern County, California",6,29,Estimate,0
"06003 | Alpine County, California",6,3,"06031 | Kings County, California",6,31,Estimate,0
"06003 | Alpine County, California",6,3,"06033 | Lake County, California",6,33,Estimate,0
"06003 | Alpine County, California",6,3,"06035 | Lassen County, California",6,35,Estimate,0
"06003 | Alpine County, California",6,3,"06037 | Los Angeles County, California",6,37,Estimate,0
"06003 | Alpine County, California",6,3,"06039 | Madera County, California",6,39,Estimate,0
"06003 | Alpine County, California",6,3,"06041 | Marin County, California",6,41,Estimate,0
"06003 | Alpine County, California",6,3,"06043 | Mariposa County, California",6,43,Estimate,0
"06003 | Alpine County, California",6,3,"06045 | Mendocino County, California",6,45,Estimate,0
"06003 | Alpine County, California",6,3,"06047 | Merced County, California",6,47,Estimate,0
"06003 | Alpine County, California",6,3,"06049 | Modoc County, California",6,49,Estimate,0
"06003 | Alpine County, California",6,3,"06051 | Mono County, California",6,51,Estimate,0
"06003 | Alpine County, California",6,3,"06053 | Monterey County, California",6,53,Estimate,0
"06003 | Alpine County, California",6,3,"06055 | Napa County, California",6,55,Estimate,0
"06003 | Alpine County, California",6,3,"06057 | Nevada County, California",6,57,Estimate,0
"06003 | Alpine County, California",6,3,"06059 | Orange County, California",6,59,Estimate,0
"06003 | Alpine County, California",6,3,"06061 | Placer County, California",6,61,Estimate,0
"06003 | Alpine County, California",6,3,"06063 | Plumas County, California",6,63,Estimate,0
"06003 | Alpine County, California",6,3,"06065 | Riverside County, California",6,65,Estimate,0
"06003 | Alpine County, California",6,3,"06067 | Sacramento County, California",6,67,Estimate,0
"06003 | Alpine County, California",6,3,"06069 | San Benito County, California",6,69,Estimate,0
"06003 | Alpine County, California",6,3,"06071 | San Bernardino County, California",6,71,Estimate,0
"06003 | Alpine County, California",6,3,"06073 | San Diego County, California",6,73,Estimate,0
"06003 | Alpine County, California",6,3,"06077 | San Joaquin County, California",6,77,Estimate,0
"06003 | Alpine County, California",6,3,"06079 | San Luis Obispo County, California",6,79,Estimate,0
"06003 | Alpine County, California",6,3,"06081 | San Mateo County, California",6,81,Estimate,0
"06003 | Alpine County, California",6,3,"06083 | Santa Barbara County, California",6,83,Estimate,0
